api,inboundDependencyCount,inboundDependents,outboundDependencyCount,outboundDependencies
Service-10544,0,[],3,"[Service-18361, Service-12612, Service-16807]"
Service-10545,2,"[Service-14481, Service-19859]",3,"[Service-2491, Service-15454, Service-9596]"
Service-10546,3,"[Service-4606, Service-2995, Service-5074]",1,"[Service-14352]"
Service-10547,2,"[Service-1135, Service-3362]",1,"[Service-12760]"
Service-10548,4,"[Service-5700, Service-4268, Service-11920, Service-14519]",3,"[Service-4377, Service-14852, Service-10787]"
Service-10549,0,[],3,"[Service-8242, Service-10869, Service-2486]"
Service-10550,4,"[Service-10680, Service-5377, Service-7094, Service-19941]",4,"[Service-4172, Service-6335, Service-16057, Service-12032]"
Service-10551,4,"[Service-425, Service-9589, Service-2975, Service-2130]",1,"[Service-9552]"
Service-10552,3,"[Service-17841, Service-6273, Service-3566]",2,"[Service-17156, Service-6567]"
Service-10553,0,[],3,"[Service-15324, Service-15579, Service-14986]"
Service-10554,3,"[Service-5848, Service-11471, Service-11910]",4,"[Service-821, Service-11036, Service-18669, Service-10108]"
Service-10555,4,"[Service-7369, Service-11156, Service-11105, Service-2493]",4,"[Service-1479, Service-15310, Service-6528, Service-5767]"
Service-10556,3,"[Service-18771, Service-15062, Service-2731]",3,"[Service-4563, Service-12325, Service-8323]"
Service-10557,2,"[Service-14309, Service-12072]",4,"[Service-5688, Service-15322, Service-779, Service-17411]"
Service-10558,3,"[Service-11283, Service-6129, Service-3932]",1,"[Service-19671]"
Service-10559,0,[],2,"[Service-8931, Service-12030]"
Service-10560,3,"[Service-12872, Service-5711, Service-7719]",4,"[Service-5025, Service-19047, Service-4475, Service-14219]"
Service-10561,0,[],0,[]
Service-10562,4,"[Service-18696, Service-3806, Service-19766, Service-12396]",2,"[Service-4034, Service-8031]"
Service-10563,4,"[Service-13260, Service-6431, Service-9113, Service-4959]",4,"[Service-11738, Service-15541, Service-19258, Service-2570]"
Service-10564,1,"[Service-19364]",3,"[Service-14739, Service-7015, Service-4164]"
Service-10565,1,"[Service-1688]",1,"[Service-483]"
Service-10566,4,"[Service-7412, Service-15266, Service-3933, Service-6294]",4,"[Service-9726, Service-18722, Service-14270, Service-7020]"
Service-10567,2,"[Service-1595, Service-16545]",3,"[Service-9346, Service-256, Service-7637]"
Service-10568,0,[],1,"[Service-17587]"
Service-10569,0,[],3,"[Service-989, Service-15376, Service-15522]"
Service-10570,3,"[Service-2151, Service-3237, Service-12170]",0,[]
Service-10571,1,"[Service-12632]",3,"[Service-4414, Service-4175, Service-18111]"
Service-10572,3,"[Service-4841, Service-5889, Service-5616]",3,"[Service-17098, Service-449, Service-8440]"
Service-10573,1,"[Service-15904]",4,"[Service-583, Service-19045, Service-8516, Service-7033]"
Service-10574,0,[],2,"[Service-2799, Service-17157]"
Service-10575,0,[],2,"[Service-1023, Service-3272]"
Service-10576,3,"[Service-3840, Service-17071, Service-1261]",0,[]
Service-10577,2,"[Service-13769, Service-12513]",0,[]
Service-10578,0,[],1,"[Service-7194]"
Service-10579,2,"[Service-4324, Service-2119]",2,"[Service-6315, Service-15132]"
Service-10580,0,[],1,"[Service-6866]"
Service-10581,0,[],0,[]
Service-10582,2,"[Service-18358, Service-7395]",0,[]
Service-10583,4,"[Service-15308, Service-10533, Service-735, Service-19444]",0,[]
Service-10584,3,"[Service-4264, Service-12484, Service-17167]",2,"[Service-14979, Service-9772]"
Service-10585,2,"[Service-6762, Service-19277]",1,"[Service-12397]"
Service-10586,4,"[Service-10825, Service-8341, Service-19594, Service-15823]",3,"[Service-1371, Service-15633, Service-16547]"
Service-10587,4,"[Service-11973, Service-8053, Service-10738, Service-16450]",2,"[Service-13679, Service-2704]"
Service-10588,0,[],0,[]
Service-10589,4,"[Service-13612, Service-7584, Service-5756, Service-13196]",1,"[Service-11587]"
Service-10590,1,"[Service-4932]",0,[]
Service-10591,3,"[Service-14870, Service-3123, Service-5972]",4,"[Service-9641, Service-10990, Service-17505, Service-18878]"
Service-10592,0,[],2,"[Service-10872, Service-15002]"
Service-10593,2,"[Service-15909, Service-3207]",0,[]
Service-10594,3,"[Service-4308, Service-14883, Service-14825]",1,"[Service-9656]"
Service-10595,3,"[Service-10472, Service-11311, Service-11746]",0,[]
Service-10596,3,"[Service-3613, Service-11384, Service-9092]",1,"[Service-1160]"
Service-10597,1,"[Service-11410]",3,"[Service-19993, Service-15246, Service-756]"
Service-10598,3,"[Service-9745, Service-9570, Service-4824]",0,[]
Service-10599,3,"[Service-4096, Service-6571, Service-11346]",2,"[Service-8790, Service-3606]"
Service-10600,4,"[Service-2135, Service-9145, Service-1267, Service-4219]",1,"[Service-17746]"
Service-10601,3,"[Service-15482, Service-17667, Service-18287]",2,"[Service-10564, Service-13540]"
Service-10602,4,"[Service-11847, Service-15047, Service-12838, Service-19806]",0,[]
Service-10603,1,"[Service-12822]",0,[]
Service-10604,0,[],1,"[Service-11066]"
Service-10605,3,"[Service-18418, Service-9748, Service-6215]",0,[]
Service-10606,3,"[Service-6341, Service-4792, Service-11044]",0,[]
Service-10607,4,"[Service-19651, Service-12598, Service-3119, Service-5199]",3,"[Service-15352, Service-7834, Service-19313]"
Service-10608,0,[],0,[]
Service-10609,0,[],1,"[Service-14356]"
Service-10610,4,"[Service-1586, Service-8090, Service-348, Service-1083]",3,"[Service-15066, Service-505, Service-4878]"
Service-10611,1,"[Service-18486]",1,"[Service-12522]"
Service-10612,1,"[Service-17584]",3,"[Service-18042, Service-9496, Service-6232]"
Service-10613,0,[],1,"[Service-13393]"
Service-10614,1,"[Service-12524]",0,[]
Service-10615,3,"[Service-16967, Service-10038, Service-5873]",4,"[Service-2787, Service-3220, Service-15318, Service-1391]"
Service-10616,2,"[Service-5676, Service-2790]",1,"[Service-2201]"
Service-10617,1,"[Service-17710]",2,"[Service-14318, Service-3849]"
Service-10618,4,"[Service-8511, Service-1304, Service-14406, Service-4441]",4,"[Service-7258, Service-5497, Service-14096, Service-8542]"
Service-10619,2,"[Service-9396, Service-11852]",3,"[Service-17548, Service-12526, Service-2782]"
Service-10620,4,"[Service-8075, Service-14598, Service-19046, Service-18129]",0,[]
Service-10621,1,"[Service-386]",1,"[Service-6787]"
Service-10622,2,"[Service-4828, Service-7849]",3,"[Service-4273, Service-8883, Service-19901]"
Service-10623,0,[],4,"[Service-5362, Service-15115, Service-188, Service-1497]"
Service-10624,3,"[Service-13847, Service-422, Service-17377]",4,"[Service-1185, Service-5632, Service-14261, Service-926]"
Service-10625,4,"[Service-10066, Service-6761, Service-7924, Service-363]",3,"[Service-6423, Service-5490, Service-5273]"
Service-10626,0,[],0,[]
Service-10627,0,[],2,"[Service-2280, Service-19485]"
Service-10628,2,"[Service-13381, Service-8256]",0,[]
Service-10629,1,"[Service-19030]",4,"[Service-1373, Service-12413, Service-12271, Service-13202]"
Service-10630,4,"[Service-11955, Service-10956, Service-6168, Service-13570]",1,"[Service-2314]"
Service-10631,4,"[Service-2562, Service-6185, Service-706, Service-15331]",2,"[Service-19850, Service-10678]"
Service-10632,0,[],3,"[Service-6791, Service-19147, Service-15391]"
Service-10633,3,"[Service-13921, Service-16720, Service-11137]",2,"[Service-237, Service-7336]"
Service-10634,3,"[Service-213, Service-19626, Service-2727]",4,"[Service-5336, Service-17859, Service-14342, Service-4110]"
Service-10635,1,"[Service-15053]",0,[]
Service-10636,4,"[Service-7684, Service-3541, Service-3578, Service-3522]",0,[]
Service-10637,2,"[Service-14680, Service-8093]",4,"[Service-5088, Service-475, Service-2718, Service-4211]"
Service-10638,4,"[Service-3240, Service-6076, Service-11069, Service-9674]",4,"[Service-9801, Service-7885, Service-15435, Service-18919]"
Service-10639,3,"[Service-17008, Service-6728, Service-13663]",2,"[Service-18472, Service-11018]"
Service-10640,3,"[Service-5122, Service-4045, Service-19672]",3,"[Service-12691, Service-2098, Service-12993]"
Service-10641,3,"[Service-3317, Service-4014, Service-15395]",1,"[Service-583]"
Service-10642,4,"[Service-12631, Service-767, Service-5262, Service-11502]",4,"[Service-4607, Service-9428, Service-8426, Service-13020]"
Service-10643,3,"[Service-8702, Service-1716, Service-14222]",2,"[Service-3315, Service-5351]"
Service-10644,0,[],2,"[Service-17518, Service-5083]"
Service-10645,1,"[Service-8909]",0,[]
Service-10646,3,"[Service-19157, Service-3596, Service-16730]",0,[]
Service-10647,4,"[Service-9175, Service-10565, Service-8262, Service-4007]",1,"[Service-13093]"
Service-10648,3,"[Service-768, Service-15338, Service-6697]",2,"[Service-402, Service-2726]"
Service-10649,0,[],3,"[Service-297, Service-13629, Service-6151]"
Service-10650,3,"[Service-13337, Service-17969, Service-16640]",1,"[Service-4696]"
Service-10651,4,"[Service-5655, Service-6405, Service-15344, Service-12926]",0,[]
Service-10652,1,"[Service-17437]",3,"[Service-13531, Service-8521, Service-6615]"
Service-10653,3,"[Service-15108, Service-4457, Service-10614]",3,"[Service-16382, Service-14134, Service-352]"
Service-10654,1,"[Service-17760]",0,[]
Service-10655,3,"[Service-18708, Service-18539, Service-12309]",1,"[Service-14598]"
Service-10656,0,[],0,[]
Service-10657,2,"[Service-16256, Service-13485]",0,[]
Service-10658,2,"[Service-13977, Service-1257]",4,"[Service-6775, Service-16410, Service-16635, Service-3309]"
Service-10659,2,"[Service-3419, Service-15719]",4,"[Service-2554, Service-10351, Service-4852, Service-12719]"
Service-10660,4,"[Service-3507, Service-13504, Service-14789, Service-8606]",3,"[Service-11775, Service-8674, Service-909]"
Service-10661,0,[],4,"[Service-15805, Service-447, Service-11594, Service-11829]"
Service-10662,4,"[Service-1939, Service-4286, Service-14789, Service-10125]",0,[]
Service-10663,0,[],4,"[Service-6732, Service-4156, Service-18818, Service-2744]"
Service-10664,1,"[Service-9070]",1,"[Service-16189]"
Service-10665,3,"[Service-4306, Service-13473, Service-17541]",0,[]
Service-10666,1,"[Service-18881]",4,"[Service-7382, Service-11498, Service-4667, Service-4849]"
Service-10667,3,"[Service-5865, Service-8322, Service-10598]",2,"[Service-17245, Service-6726]"
Service-10668,4,"[Service-14614, Service-9813, Service-817, Service-15533]",2,"[Service-5991, Service-19571]"
Service-10669,0,[],0,[]
Service-10670,3,"[Service-11985, Service-14423, Service-18998]",0,[]
Service-10671,3,"[Service-1730, Service-17959, Service-1065]",1,"[Service-17772]"
Service-10672,3,"[Service-6865, Service-3528, Service-12812]",4,"[Service-8187, Service-14308, Service-16265, Service-14541]"
Service-10673,1,"[Service-10161]",4,"[Service-15494, Service-5212, Service-18760, Service-19007]"
Service-10674,3,"[Service-14895, Service-6751, Service-19307]",2,"[Service-12514, Service-13184]"
Service-10675,4,"[Service-4750, Service-2395, Service-18215, Service-4818]",2,"[Service-6706, Service-10034]"
Service-10676,4,"[Service-5905, Service-3187, Service-17298, Service-1113]",4,"[Service-15984, Service-5368, Service-17655, Service-11287]"
Service-10677,3,"[Service-11953, Service-8963, Service-10221]",3,"[Service-11117, Service-260, Service-15685]"
Service-10678,2,"[Service-13005, Service-3643]",3,"[Service-1879, Service-4429, Service-19507]"
Service-10679,1,"[Service-9126]",2,"[Service-9980, Service-7238]"
Service-10680,0,[],4,"[Service-2581, Service-11853, Service-10181, Service-9492]"
Service-10681,2,"[Service-17241, Service-5710]",4,"[Service-7902, Service-2904, Service-12227, Service-674]"
Service-10682,3,"[Service-17285, Service-18419, Service-12993]",1,"[Service-7890]"
Service-10683,0,[],3,"[Service-14142, Service-3874, Service-12059]"
Service-10684,1,"[Service-1806]",3,"[Service-10099, Service-11186, Service-8609]"
Service-10685,0,[],2,"[Service-14163, Service-17908]"
Service-10686,1,"[Service-7037]",4,"[Service-14285, Service-2420, Service-9132, Service-7876]"
Service-10687,0,[],0,[]
Service-10688,1,"[Service-13693]",2,"[Service-5231, Service-15558]"
Service-10689,0,[],1,"[Service-16598]"
Service-10690,3,"[Service-9542, Service-4426, Service-2726]",2,"[Service-14326, Service-5537]"
Service-10691,4,"[Service-12008, Service-18115, Service-13661, Service-16494]",0,[]
Service-10692,3,"[Service-7539, Service-8622, Service-1873]",3,"[Service-5292, Service-4022, Service-19779]"
Service-10693,3,"[Service-8027, Service-12535, Service-318]",4,"[Service-19547, Service-9794, Service-12608, Service-4639]"
Service-10694,4,"[Service-1247, Service-2093, Service-16556, Service-7584]",2,"[Service-16732, Service-8704]"
Service-10695,1,"[Service-2840]",1,"[Service-7877]"
Service-10696,0,[],3,"[Service-13307, Service-6719, Service-3529]"
Service-10697,3,"[Service-13727, Service-19455, Service-15876]",3,"[Service-6281, Service-13520, Service-10115]"
Service-10698,3,"[Service-13628, Service-9061, Service-4299]",4,"[Service-5495, Service-3869, Service-10711, Service-2742]"
Service-10699,1,"[Service-11595]",0,[]
Service-10700,1,"[Service-12414]",3,"[Service-7004, Service-7525, Service-12748]"
Service-10701,4,"[Service-19653, Service-19829, Service-7478, Service-13982]",3,"[Service-2259, Service-1726, Service-9748]"
Service-10702,4,"[Service-3516, Service-11735, Service-7704, Service-14221]",1,"[Service-8993]"
Service-10703,0,[],4,"[Service-8324, Service-17815, Service-7701, Service-8328]"
Service-10704,3,"[Service-3825, Service-13438, Service-10927]",0,[]
Service-10705,1,"[Service-268]",0,[]
Service-10706,3,"[Service-14812, Service-8533, Service-3334]",4,"[Service-16069, Service-2750, Service-8355, Service-49]"
Service-10707,3,"[Service-18271, Service-8935, Service-6163]",0,[]
Service-10708,4,"[Service-15938, Service-2492, Service-3882, Service-16614]",2,"[Service-484, Service-3178]"
Service-10709,0,[],4,"[Service-5527, Service-6058, Service-3568, Service-10841]"
Service-10710,4,"[Service-3077, Service-3027, Service-7138, Service-13163]",4,"[Service-12322, Service-13975, Service-7721, Service-10863]"
Service-10711,1,"[Service-14718]",1,"[Service-12473]"
Service-10712,4,"[Service-4939, Service-14430, Service-15501, Service-10441]",4,"[Service-18527, Service-5811, Service-3815, Service-10855]"
Service-10713,1,"[Service-12887]",2,"[Service-11456, Service-10093]"
Service-10714,2,"[Service-12177, Service-4918]",0,[]
Service-10715,3,"[Service-11311, Service-9730, Service-11750]",1,"[Service-17712]"
Service-10716,1,"[Service-13099]",2,"[Service-9690, Service-18259]"
Service-10717,2,"[Service-5708, Service-2602]",4,"[Service-8108, Service-4177, Service-5823, Service-17443]"
Service-10718,3,"[Service-18382, Service-16512, Service-16448]",3,"[Service-1607, Service-11581, Service-18376]"
Service-10719,1,"[Service-7312]",4,"[Service-14934, Service-12533, Service-5529, Service-15168]"
Service-10720,1,"[Service-4475]",3,"[Service-12714, Service-2027, Service-12585]"
Service-10721,1,"[Service-4313]",2,"[Service-17218, Service-15055]"
Service-10722,1,"[Service-4131]",3,"[Service-14022, Service-19912, Service-2466]"
Service-10723,1,"[Service-18338]",0,[]
Service-10724,0,[],3,"[Service-2992, Service-15093, Service-11977]"
Service-10725,4,"[Service-16102, Service-10659, Service-6769, Service-6503]",2,"[Service-4239, Service-11446]"
Service-10726,4,"[Service-8083, Service-19080, Service-4551, Service-18713]",3,"[Service-16853, Service-15624, Service-9065]"
Service-10727,2,"[Service-17754, Service-18247]",4,"[Service-10425, Service-4381, Service-1934, Service-9638]"
Service-10728,1,"[Service-2878]",1,"[Service-3437]"
Service-10729,3,"[Service-10729, Service-1761, Service-10922]",3,"[Service-4290, Service-4639, Service-1536]"
Service-10730,1,"[Service-7396]",1,"[Service-18091]"
Service-10731,3,"[Service-2663, Service-187, Service-9998]",4,"[Service-14367, Service-18304, Service-5753, Service-18855]"
Service-10732,0,[],4,"[Service-16045, Service-15254, Service-2263, Service-15374]"
Service-10733,4,"[Service-12826, Service-12168, Service-13129, Service-17922]",4,"[Service-14904, Service-3850, Service-9791, Service-7244]"
Service-10734,0,[],1,"[Service-1211]"
Service-10735,1,"[Service-2061]",1,"[Service-830]"
Service-10736,2,"[Service-10752, Service-17742]",1,"[Service-6231]"
Service-10737,1,"[Service-11027]",2,"[Service-15191, Service-1180]"
Service-10738,2,"[Service-13459, Service-2641]",2,"[Service-11979, Service-6881]"
Service-10739,2,"[Service-8433, Service-7250]",4,"[Service-12110, Service-14355, Service-10232, Service-14858]"
Service-10740,0,[],1,"[Service-9829]"
Service-10741,4,"[Service-19358, Service-3128, Service-13669, Service-5493]",3,"[Service-19507, Service-4350, Service-5083]"
Service-10742,2,"[Service-1420, Service-10276]",1,"[Service-18200]"
Service-10743,1,"[Service-3869]",0,[]
Service-10744,0,[],0,[]
Service-10745,4,"[Service-5560, Service-13481, Service-15811, Service-5440]",0,[]
Service-10746,4,"[Service-4988, Service-13362, Service-14839, Service-10987]",3,"[Service-11608, Service-9652, Service-6872]"
Service-10747,0,[],3,"[Service-1175, Service-10134, Service-16502]"
